Machine_ID,Timestamp,Temperature,Pressure,Vibration_Level,Humidity,Power_Consumption,Failure_Status
MACHINE_003,2025-03-19 05:40:00,43.72,459.56,3.94,69.7,94.89,0
MACHINE_004,2025-03-19 05:50:00,64.69,350.73,5.26,81.24,13.78,0
MACHINE_005,2025-03-19 06:00:00,79.83,191.77,8.59,49.91,48.82,1
MACHINE_006,2025-03-19 06:10:00,40.17,165.44,5.14,61.37,84.05,0
MACHINE_007,2025-03-19 06:20:00,78.55,463.65,4.93,47.86,44.79,0
MACHINE_008,2025-03-19 06:30:00,54.18,440.15,6.79,88.68,61.87,0
MACHINE_009,2025-03-19 06:40:00,40.59,279.02,9.19,38.83,82.4,0
MACHINE_010,2025-03-19 06:50:00,77.84,232.4,6.87,53.76,72.66,0
MACHINE_001,2025-03-19 07:00:00,45.3,245.55,1.56,68.24,37.49,0
MACHINE_002,2025-03-19 07:10:00,30.17,292.12,4.61,44.96,63.43,0
MACHINE_003,2025-03-19 07:20:00,33.12,133.7,9.97,43.08,53.14,0
MACHINE_004,2025-03-19 07:30:00,27.13,269.41,5.63,43.14,99.08,0
MACHINE_005,2025-03-19 07:40:00,33.22,250.45,2.47,55.18,60.73,0
MACHINE_006,2025-03-19 07:50:00,50.39,288.69,9.46,71.77,6.4,0
MACHINE_007,2025-03-19 08:00:00,31.36,370.09,0.67,41.33,86.74,0
MACHINE_008,2025-03-19 08:10:00,30.79,491.34,9.69,76.31,67.84,0
MACHINE_009,2025-03-19 08:20:00,41.9,148.11,6.79,35.03,30.93,0
MACHINE_010,2025-03-19 08:30:00,62.09,497.67,7.68,70.95,27.69,0
MACHINE_001,2025-03-19 08:40:00,53.41,265.67,3.65,87.15,34.55,0
MACHINE_002,2025-03-19 08:50:00,68.83,211.98,7.33,40.15,87.17,0
MACHINE_003,2025-03-19 09:00:00,52.11,396.4,8.39,79.62,38.97,0
MACHINE_004,2025-03-19 09:10:00,64.59,353.4,5.33,74.69,69.83,0
MACHINE_005,2025-03-19 09:20:00,40.92,315.66,5.8,88.11,91.05,0
MACHINE_006,2025-03-19 09:30:00,39.41,291.87,6.66,38.23,35.99,0
MACHINE_007,2025-03-19 09:40:00,64.0,438.69,8.7,45.38,85.84,0
MACHINE_008,2025-03-19 09:50:00,52.77,160.17,2.76,66.84,76.46,0
MACHINE_009,2025-03-19 10:00:00,49.73,303.29,5.21,35.66,46.57,0
MACHINE_010,2025-03-19 10:10:00,21.8,479.67,9.03,87.48,66.16,0
MACHINE_001,2025-03-19 10:20:00,46.69,251.59,6.78,76.87,62.03,0
MACHINE_002,2025-03-19 10:30:00,79.16,397.03,5.51,32.6,36.31,0
MACHINE_003,2025-03-19 10:40:00,25.33,307.1,2.96,65.91,53.61,0
MACHINE_004,2025-03-19 10:50:00,69.07,466.06,2.13,79.39,61.7,0
MACHINE_005,2025-03-19 11:00:00,74.43,243.67,3.92,50.59,47.22,0
MACHINE_006,2025-03-19 11:10:00,43.83,301.5,1.18,50.35,64.96,0
MACHINE_007,2025-03-19 11:20:00,73.53,233.66,5.35,74.47,47.25,0
MACHINE_008,2025-03-19 11:30:00,71.14,377.36,9.28,54.2,13.6,0
MACHINE_009,2025-03-19 11:40:00,68.84,318.42,3.79,42.78,94.08,0
MACHINE_010,2025-03-19 11:50:00,33.08,314.7,8.86,87.15,53.28,0
MACHINE_001,2025-03-19 12:00:00,39.08,341.94,2.84,87.31,61.18,0
MACHINE_002,2025-03-19 12:10:00,71.93,292.63,9.16,88.83,38.88,0
MACHINE_003,2025-03-19 12:20:00,57.55,312.01,6.33,32.31,65.57,0
MACHINE_004,2025-03-19 12:30:00,72.52,468.48,2.03,59.22,39.1,0
MACHINE_005,2025-03-19 12:40:00,72.15,376.31,1.35,68.9,95.99,0
MACHINE_006,2025-03-19 12:50:00,34.98,146.9,6.22,61.73,17.69,0
MACHINE_007,2025-03-19 13:00:00,78.19,154.47,4.79,58.87,35.67,0
MACHINE_008,2025-03-19 13:10:00,63.86,455.56,8.68,56.52,98.93,0
MACHINE_009,2025-03-19 13:20:00,35.8,354.79,6.43,82.89,39.91,0
MACHINE_010,2025-03-19 13:30:00,23.42,131.13,4.04,63.49,28.7,0
MACHINE_001,2025-03-19 13:40:00,26.71,460.12,2.24,74.4,10.06,1
MACHINE_002,2025-03-19 13:50:00,30.83,270.91,7.39,47.16,9.79,0
MACHINE_003,2025-03-19 14:00:00,38.2,458.95,1.4,72.92,37.73,0
MACHINE_004,2025-03-19 14:10:00,30.78,418.53,1.62,60.38,9.41,0
MACHINE_005,2025-03-19 14:20:00,29.42,489.55,7.44,59.59,6.92,0
MACHINE_006,2025-03-19 14:30:00,48.13,457.16,8.01,89.0,79.69,0
MACHINE_007,2025-03-19 14:40:00,73.37,126.65,1.49,33.39,16.38,0
MACHINE_008,2025-03-19 14:50:00,40.33,413.05,9.42,49.46,9.15,0
MACHINE_009,2025-03-19 15:00:00,61.6,377.49,1.11,80.74,90.43,0
MACHINE_010,2025-03-19 15:10:00,20.26,335.14,5.11,50.11,26.57,0
MACHINE_001,2025-03-19 15:20:00,37.53,379.03,0.67,87.83,59.31,0
MACHINE_002,2025-03-19 15:30:00,48.35,497.85,9.29,42.79,99.39,0
MACHINE_003,2025-03-19 15:40:00,31.67,374.49,3.38,88.32,37.17,0
MACHINE_004,2025-03-19 15:50:00,68.7,186.9,5.18,37.67,38.18,0
MACHINE_005,2025-03-19 16:00:00,73.56,151.05,0.98,57.81,35.06,0
MACHINE_006,2025-03-19 16:10:00,48.02,461.14,2.71,50.6,13.58,0
MACHINE_007,2025-03-19 16:20:00,79.77,319.9,1.73,75.26,38.71,0
MACHINE_008,2025-03-19 16:30:00,34.19,240.65,0.14,75.26,76.7,0
MACHINE_009,2025-03-19 16:40:00,47.49,490.74,4.59,77.61,92.8,0
MACHINE_010,2025-03-19 16:50:00,49.68,311.51,4.54,40.32,32.65,0
MACHINE_001,2025-03-19 17:00:00,74.43,272.56,5.69,35.29,55.61,0
MACHINE_002,2025-03-19 17:10:00,48.98,425.71,8.69,36.61,77.13,0
MACHINE_003,2025-03-19 17:20:00,23.97,443.27,5.67,82.42,29.63,0
MACHINE_004,2025-03-19 17:30:00,44.69,417.29,2.78,36.47,57.37,1
MACHINE_005,2025-03-19 17:40:00,24.45,253.14,7.17,66.2,43.68,0
MACHINE_006,2025-03-19 17:50:00,49.61,485.34,9.94,30.87,85.58,0
MACHINE_007,2025-03-19 18:00:00,55.72,104.46,4.61,37.83,77.01,0
MACHINE_008,2025-03-19 18:10:00,32.96,176.48,9.17,73.44,38.97,0
MACHINE_009,2025-03-19 18:20:00,43.47,316.75,9.87,39.3,72.04,0
MACHINE_010,2025-03-19 18:30:00,63.2,307.82,1.64,30.42,9.41,0
MACHINE_001,2025-03-19 18:40:00,64.7,430.34,9.43,47.58,39.94,0
MACHINE_002,2025-03-19 18:50:00,63.88,184.91,7.79,56.38,26.31,0
MACHINE_003,2025-03-19 19:00:00,41.16,481.47,9.23,57.29,23.47,0
MACHINE_004,2025-03-19 19:10:00,41.52,333.83,4.13,88.06,74.33,0
MACHINE_005,2025-03-19 19:20:00,32.43,404.5,5.73,68.72,98.62,0
MACHINE_006,2025-03-19 19:30:00,62.07,425.67,8.3,33.42,23.86,0
MACHINE_007,2025-03-19 19:40:00,34.14,298.51,6.12,69.4,46.18,0
MACHINE_008,2025-03-19 19:50:00,52.94,149.85,7.01,86.5,14.78,0
MACHINE_009,2025-03-19 20:00:00,74.36,154.59,5.61,74.97,5.3,0
MACHINE_010,2025-03-19 20:10:00,49.75,432.64,6.26,40.22,6.22,1
MACHINE_001,2025-03-19 20:20:00,52.0,498.52,6.81,65.44,47.42,0
MACHINE_002,2025-03-19 20:30:00,46.49,258.01,1.38,65.13,28.96,0
MACHINE_003,2025-03-19 20:40:00,50.48,457.52,9.16,34.58,79.15,0
MACHINE_004,2025-03-19 20:50:00,31.13,369.89,0.46,58.79,48.63,0
MACHINE_005,2025-03-19 21:00:00,66.51,485.2,1.78,60.9,79.69,0
MACHINE_006,2025-03-19 21:10:00,20.29,118.45,3.45,75.33,68.61,0
MACHINE_007,2025-03-19 21:20:00,24.62,155.23,5.32,39.52,48.66,0
MACHINE_008,2025-03-19 21:30:00,32.06,358.76,4.15,66.17,41.64,0
MACHINE_009,2025-03-19 21:40:00,71.24,210.89,7.91,33.54,46.13,0
MACHINE_010,2025-03-19 21:50:00,22.84,103.79,5.38,64.97,6.46,0
MACHINE_001,2025-03-19 22:00:00,37.65,378.63,3.41,59.25,43.71,0
MACHINE_002,2025-03-19 22:10:00,60.07,391.72,9.55,39.06,43.86,0
MACHINE_003,2025-03-19 22:20:00,58.11,301.85,8.04,39.32,81.43,0
MACHINE_004,2025-03-19 22:30:00,58.55,325.87,7.28,71.97,13.41,0
MACHINE_005,2025-03-19 22:40:00,46.2,382.75,9.3,85.07,48.68,0
MACHINE_006,2025-03-19 22:50:00,61.58,161.65,8.12,34.75,82.74,0
MACHINE_007,2025-03-19 23:00:00,71.06,161.33,3.15,30.38,91.66,1
MACHINE_008,2025-03-19 23:10:00,50.79,337.74,1.99,33.93,67.69,0
MACHINE_009,2025-03-19 23:20:00,43.84,471.88,8.83,63.14,67.94,0
MACHINE_010,2025-03-19 23:30:00,48.2,222.75,6.0,68.22,76.4,0
MACHINE_001,2025-03-19 23:40:00,76.67,357.98,5.35,81.37,23.15,0
MACHINE_002,2025-03-19 23:50:00,34.24,304.27,4.87,47.78,35.52,1
MACHINE_003,2025-03-20 00:00:00,25.18,327.44,5.28,86.56,84.24,0
MACHINE_004,2025-03-20 00:10:00,51.42,425.56,7.97,50.41,13.83,0
MACHINE_005,2025-03-20 00:20:00,64.3,229.92,5.11,79.05,31.69,0
MACHINE_006,2025-03-20 00:30:00,21.04,117.77,2.24,84.07,81.19,1
MACHINE_007,2025-03-20 00:40:00,52.93,267.99,3.39,37.88,59.35,0
MACHINE_008,2025-03-20 00:50:00,29.38,262.07,9.92,66.33,6.26,0
MACHINE_009,2025-03-20 01:00:00,73.36,394.47,9.13,59.68,71.52,0
MACHINE_010,2025-03-20 01:10:00,36.23,416.14,8.83,62.35,44.38,0
MACHINE_001,2025-03-20 01:20:00,35.45,364.25,9.71,76.55,82.53,0
MACHINE_002,2025-03-20 01:30:00,71.93,469.41,3.6,82.52,86.93,0
MACHINE_003,2025-03-20 01:40:00,68.87,298.57,4.21,68.24,8.04,0
MACHINE_004,2025-03-20 01:50:00,79.73,226.94,8.12,87.51,45.97,1
MACHINE_005,2025-03-20 02:00:00,59.07,425.2,4.14,65.42,91.3,0
MACHINE_006,2025-03-20 02:10:00,50.85,344.94,6.56,60.87,71.8,0
MACHINE_007,2025-03-20 02:20:00,40.26,375.85,7.36,84.15,39.0,0
MACHINE_008,2025-03-20 02:30:00,69.35,228.7,1.73,40.02,38.4,0
MACHINE_009,2025-03-20 02:40:00,49.75,496.21,2.91,85.32,65.89,0
MACHINE_010,2025-03-20 02:50:00,54.58,261.33,2.18,37.88,57.98,0
MACHINE_001,2025-03-20 03:00:00,74.89,439.95,4.8,52.8,47.29,0
MACHINE_002,2025-03-20 03:10:00,31.86,351.56,3.13,82.95,54.77,0
MACHINE_003,2025-03-20 03:20:00,38.23,174.91,7.11,62.01,97.08,0
MACHINE_004,2025-03-20 03:30:00,67.55,121.82,3.63,49.04,22.73,0
MACHINE_005,2025-03-20 03:40:00,26.12,385.04,6.63,37.01,39.71,0
MACHINE_006,2025-03-20 03:50:00,57.97,234.21,7.76,49.73,62.13,0
MACHINE_007,2025-03-20 04:00:00,59.91,142.46,9.06,32.44,41.15,0
MACHINE_008,2025-03-20 04:10:00,44.26,150.48,0.92,54.54,41.39,0
MACHINE_009,2025-03-20 04:20:00,61.66,314.3,0.37,51.05,48.1,0
MACHINE_010,2025-03-20 04:30:00,49.51,390.07,0.73,74.76,24.3,0
MACHINE_001,2025-03-20 04:40:00,41.29,493.59,2.6,30.45,81.55,0
MACHINE_002,2025-03-20 04:50:00,72.66,108.95,7.36,53.08,38.78,0
MACHINE_003,2025-03-20 05:00:00,57.63,169.38,9.42,75.78,39.3,0
MACHINE_004,2025-03-20 05:10:00,53.86,342.75,2.03,57.94,86.12,0
MACHINE_005,2025-03-20 05:20:00,46.97,256.75,4.76,56.78,57.02,1
MACHINE_006,2025-03-20 05:30:00,51.92,177.21,8.14,31.35,33.06,0
MACHINE_007,2025-03-20 05:40:00,51.6,242.09,5.01,54.07,16.58,0
MACHINE_008,2025-03-20 05:50:00,33.43,119.79,1.61,67.16,28.54,0
MACHINE_009,2025-03-20 06:00:00,69.69,382.51,8.18,77.45,54.84,0
MACHINE_010,2025-03-20 06:10:00,76.33,270.07,3.17,32.2,38.62,0
MACHINE_001,2025-03-20 06:20:00,44.04,361.81,8.96,34.28,21.44,0
MACHINE_002,2025-03-20 06:30:00,30.56,407.4,1.8,39.07,63.28,0
MACHINE_003,2025-03-20 06:40:00,23.88,407.41,0.45,53.09,61.09,0
MACHINE_004,2025-03-20 06:50:00,73.36,451.48,8.03,74.35,73.95,0
MACHINE_005,2025-03-20 07:00:00,61.48,163.92,4.86,60.08,27.61,0
MACHINE_006,2025-03-20 07:10:00,67.5,117.42,8.11,79.94,56.55,0
MACHINE_007,2025-03-20 07:20:00,68.8,360.82,1.84,39.73,12.04,0
MACHINE_008,2025-03-20 07:30:00,36.31,161.12,4.91,70.95,9.72,0
MACHINE_009,2025-03-20 07:40:00,63.98,250.3,0.21,82.42,32.73,0
MACHINE_010,2025-03-20 07:50:00,20.15,189.47,9.96,54.55,68.15,0
MACHINE_001,2025-03-20 08:00:00,20.88,482.07,3.43,55.93,78.99,0
MACHINE_002,2025-03-20 08:10:00,26.89,305.59,1.17,37.69,27.73,0
MACHINE_003,2025-03-20 08:20:00,21.8,238.57,7.84,73.98,75.74,0
MACHINE_004,2025-03-20 08:30:00,45.47,213.25,7.57,83.25,10.33,0
MACHINE_005,2025-03-20 08:40:00,50.75,146.81,9.47,47.78,84.97,0
MACHINE_006,2025-03-20 08:50:00,29.72,221.89,1.67,66.72,83.89,0
MACHINE_007,2025-03-20 09:00:00,43.0,230.4,4.04,69.4,67.53,1
MACHINE_008,2025-03-20 09:10:00,75.24,322.31,0.21,45.3,16.76,0
MACHINE_009,2025-03-20 09:20:00,24.46,346.74,2.36,73.09,56.2,0
MACHINE_010,2025-03-20 09:30:00,61.4,475.17,6.3,52.48,62.22,0
MACHINE_001,2025-03-20 09:40:00,57.5,253.73,1.76,68.57,23.2,0
MACHINE_002,2025-03-20 09:50:00,21.79,445.15,5.32,59.92,85.08,0
MACHINE_003,2025-03-20 10:00:00,64.47,104.62,8.61,49.19,64.33,0
MACHINE_004,2025-03-20 10:10:00,30.62,136.18,7.16,51.14,73.14,0
MACHINE_005,2025-03-20 10:20:00,39.63,130.92,0.27,65.82,87.71,0
MACHINE_006,2025-03-20 10:30:00,69.81,223.21,0.68,41.55,10.66,1
MACHINE_007,2025-03-20 10:40:00,46.28,137.12,9.86,40.61,17.08,0
MACHINE_008,2025-03-20 10:50:00,77.91,430.35,4.65,41.35,53.49,0
MACHINE_009,2025-03-20 11:00:00,47.76,281.12,0.16,38.18,89.18,0
MACHINE_010,2025-03-20 11:10:00,47.79,305.08,7.2,77.11,65.06,0
MACHINE_001,2025-03-20 11:20:00,29.41,174.38,1.82,69.4,56.75,0
MACHINE_002,2025-03-20 11:30:00,70.53,106.22,9.11,53.6,25.83,0
MACHINE_003,2025-03-20 11:40:00,67.17,124.88,6.87,62.76,59.6,0
MACHINE_004,2025-03-20 11:50:00,51.38,497.7,5.38,56.11,98.13,0
MACHINE_005,2025-03-20 12:00:00,25.89,438.4,1.51,41.53,29.61,0
MACHINE_006,2025-03-20 12:10:00,55.17,401.57,1.37,37.51,71.36,0
MACHINE_007,2025-03-20 12:20:00,55.95,290.34,2.65,62.0,13.75,0
MACHINE_008,2025-03-20 12:30:00,51.83,299.97,8.61,69.82,78.83,0
MACHINE_009,2025-03-20 12:40:00,63.01,467.9,9.79,38.97,41.32,0
MACHINE_010,2025-03-20 12:50:00,79.04,273.29,7.55,36.15,84.0,0
MACHINE_001,2025-03-20 13:00:00,52.53,449.51,3.65,66.04,52.11,0
MACHINE_002,2025-03-20 13:10:00,63.29,268.76,2.69,45.9,95.25,0
MACHINE_003,2025-03-20 13:20:00,32.35,360.81,2.79,37.12,68.34,0
MACHINE_004,2025-03-20 13:30:00,36.7,253.66,5.61,61.27,14.7,0
MACHINE_005,2025-03-20 13:40:00,48.49,463.73,4.66,87.14,35.0,1
MACHINE_006,2025-03-20 13:50:00,22.61,174.52,5.63,58.82,77.56,0
MACHINE_007,2025-03-20 14:00:00,72.18,350.35,9.44,71.99,52.9,0
MACHINE_008,2025-03-20 14:10:00,27.79,472.25,4.88,39.01,89.11,1
MACHINE_009,2025-03-20 14:20:00,58.9,407.55,0.28,35.08,18.58,0
MACHINE_010,2025-03-20 14:30:00,51.4,297.15,8.46,53.11,48.71,1
MACHINE_001,2025-03-20 14:40:00,34.32,468.59,3.44,70.13,45.63,0
MACHINE_002,2025-03-20 14:50:00,70.15,151.64,5.85,65.76,82.31,0
MACHINE_003,2025-03-20 15:00:00,68.17,183.91,2.0,48.73,61.51,0
MACHINE_004,2025-03-20 15:10:00,32.84,260.27,7.19,35.71,84.5,0
MACHINE_005,2025-03-20 15:20:00,28.37,199.46,2.24,89.61,76.97,0
MACHINE_006,2025-03-20 15:30:00,50.8,124.78,0.94,72.4,9.49,0
MACHINE_007,2025-03-20 15:40:00,59.32,363.37,8.36,42.81,13.6,1
MACHINE_008,2025-03-20 15:50:00,47.63,257.92,4.2,68.69,13.76,0
MACHINE_009,2025-03-20 16:00:00,71.91,297.46,9.19,35.62,52.56,0
MACHINE_010,2025-03-20 16:10:00,75.59,489.96,8.57,46.75,75.83,0
MACHINE_001,2025-03-20 16:20:00,72.86,417.74,1.54,47.81,33.67,0
MACHINE_002,2025-03-20 16:30:00,30.26,102.31,7.1,49.12,12.22,1
MACHINE_003,2025-03-20 16:40:00,22.58,221.68,6.59,38.76,42.51,0
MACHINE_004,2025-03-20 16:50:00,26.02,308.93,5.59,32.07,29.97,0
MACHINE_005,2025-03-20 17:00:00,32.09,186.7,4.62,58.44,87.24,0
MACHINE_006,2025-03-20 17:10:00,36.08,405.88,0.24,52.64,39.95,0
MACHINE_007,2025-03-20 17:20:00,60.31,454.79,5.31,34.43,58.63,0
MACHINE_008,2025-03-20 17:30:00,23.51,112.47,6.1,49.94,68.83,0
MACHINE_009,2025-03-20 17:40:00,53.52,498.68,6.94,45.18,77.2,0
MACHINE_010,2025-03-20 17:50:00,44.25,471.84,2.61,54.02,73.98,0
MACHINE_001,2025-03-20 18:00:00,34.75,498.53,1.35,81.67,12.99,0
MACHINE_002,2025-03-20 18:10:00,40.46,270.12,6.5,74.72,17.95,0
MACHINE_003,2025-03-20 18:20:00,63.95,145.54,3.93,83.49,53.97,0
MACHINE_004,2025-03-20 18:30:00,23.6,111.8,3.37,31.81,60.75,0
MACHINE_005,2025-03-20 18:40:00,66.19,382.33,2.16,59.27,98.63,0
MACHINE_006,2025-03-20 18:50:00,23.88,490.51,6.83,58.01,23.22,0
MACHINE_007,2025-03-20 19:00:00,30.52,212.05,8.06,63.19,59.54,0
MACHINE_008,2025-03-20 19:10:00,77.66,385.47,9.56,89.46,98.85,0
MACHINE_009,2025-03-20 19:20:00,75.09,230.99,8.49,63.91,50.65,0
MACHINE_010,2025-03-20 19:30:00,39.75,231.79,3.07,53.83,16.66,0
MACHINE_001,2025-03-20 19:40:00,48.59,491.42,7.96,32.06,95.47,0
MACHINE_002,2025-03-20 19:50:00,57.11,343.0,3.38,31.24,48.62,0
MACHINE_003,2025-03-20 20:00:00,22.92,238.62,3.9,77.84,60.32,0
MACHINE_004,2025-03-20 20:10:00,52.97,218.26,1.85,46.08,43.32,0
MACHINE_005,2025-03-20 20:20:00,58.31,116.13,8.88,40.57,86.11,0
MACHINE_006,2025-03-20 20:30:00,44.57,293.44,5.29,47.63,74.72,0
MACHINE_007,2025-03-20 20:40:00,78.51,217.27,2.93,69.75,17.72,0
MACHINE_008,2025-03-20 20:50:00,21.86,300.62,1.38,55.09,21.8,0
MACHINE_009,2025-03-20 21:00:00,64.51,478.41,6.22,71.75,85.66,0
MACHINE_010,2025-03-20 21:10:00,64.64,183.17,7.34,81.49,16.67,0
MACHINE_001,2025-03-20 21:20:00,42.99,392.17,2.79,48.11,79.93,0
MACHINE_002,2025-03-20 21:30:00,67.48,250.66,8.68,69.7,27.86,0
MACHINE_003,2025-03-20 21:40:00,35.24,388.38,9.16,30.16,54.09,0
MACHINE_004,2025-03-20 21:50:00,41.76,455.59,6.68,50.15,86.82,1
MACHINE_005,2025-03-20 22:00:00,72.57,382.76,5.31,55.31,48.51,0
MACHINE_006,2025-03-20 22:10:00,65.31,311.05,9.92,59.47,95.93,0
MACHINE_007,2025-03-20 22:20:00,32.92,289.47,3.12,65.72,86.63,0
MACHINE_008,2025-03-20 22:30:00,47.38,378.26,8.9,67.59,69.85,0
MACHINE_009,2025-03-20 22:40:00,72.59,327.05,3.3,79.22,94.24,0
MACHINE_010,2025-03-20 22:50:00,30.29,382.56,2.66,40.01,61.78,0
MACHINE_001,2025-03-20 23:00:00,29.36,200.4,5.18,69.19,5.85,0
MACHINE_002,2025-03-20 23:10:00,69.35,366.57,2.41,45.58,67.98,0
MACHINE_003,2025-03-20 23:20:00,48.76,320.33,7.9,35.5,17.42,0
MACHINE_004,2025-03-20 23:30:00,30.58,149.32,8.03,61.18,14.22,0
MACHINE_005,2025-03-20 23:40:00,40.13,496.03,9.96,57.45,60.38,0
MACHINE_006,2025-03-20 23:50:00,50.15,106.26,1.86,56.95,19.09,0
MACHINE_007,2025-03-21 00:00:00,22.76,209.6,5.7,80.41,39.32,0
MACHINE_008,2025-03-21 00:10:00,46.36,175.16,2.23,63.54,98.47,0
MACHINE_009,2025-03-21 00:20:00,58.72,145.74,2.47,73.3,45.82,0
MACHINE_010,2025-03-21 00:30:00,66.2,215.24,9.07,70.41,22.18,1
MACHINE_001,2025-03-21 00:40:00,67.84,288.7,2.0,76.13,79.77,0
MACHINE_002,2025-03-21 00:50:00,72.23,240.39,0.56,78.08,61.9,0
MACHINE_003,2025-03-21 01:00:00,32.44,131.9,3.85,89.11,75.85,1
MACHINE_004,2025-03-21 01:10:00,48.62,259.3,5.58,31.93,60.19,0
MACHINE_005,2025-03-21 01:20:00,71.8,354.83,7.24,47.14,93.94,1
MACHINE_006,2025-03-21 01:30:00,30.57,209.02,6.77,40.3,9.49,0
MACHINE_007,2025-03-21 01:40:00,23.07,166.45,4.39,73.21,5.32,1
MACHINE_008,2025-03-21 01:50:00,56.8,247.39,9.24,63.78,83.04,0
MACHINE_009,2025-03-21 02:00:00,71.59,257.18,3.92,60.27,33.0,0
MACHINE_010,2025-03-21 02:10:00,73.58,249.4,3.93,30.93,82.2,0
MACHINE_001,2025-03-21 02:20:00,27.57,128.69,3.63,74.44,29.24,0
MACHINE_002,2025-03-21 02:30:00,74.51,376.15,3.78,68.41,7.22,0
MACHINE_003,2025-03-21 02:40:00,50.35,142.15,0.47,50.18,60.43,0
MACHINE_004,2025-03-21 02:50:00,33.93,302.39,0.14,33.02,55.81,0
MACHINE_005,2025-03-21 03:00:00,66.94,455.43,2.26,73.49,86.92,0
MACHINE_006,2025-03-21 03:10:00,49.79,107.53,4.65,87.31,33.19,0
MACHINE_007,2025-03-21 03:20:00,65.62,371.38,5.61,56.92,51.28,0
MACHINE_008,2025-03-21 03:30:00,47.21,473.78,6.91,70.79,64.78,0
MACHINE_009,2025-03-21 03:40:00,64.99,136.09,3.5,49.47,38.56,0
MACHINE_010,2025-03-21 03:50:00,62.94,320.55,1.7,70.12,37.95,0
MACHINE_001,2025-03-21 04:00:00,60.78,102.4,6.82,47.48,17.84,1
MACHINE_002,2025-03-21 04:10:00,70.41,159.25,4.68,70.37,46.84,0
MACHINE_003,2025-03-21 04:20:00,31.63,379.81,9.9,67.97,17.0,0
MACHINE_004,2025-03-21 04:30:00,68.59,197.78,2.64,56.97,46.63,0
MACHINE_005,2025-03-21 04:40:00,67.37,343.91,6.36,35.76,43.45,0
MACHINE_006,2025-03-21 04:50:00,47.35,143.14,8.56,33.86,11.65,0
MACHINE_007,2025-03-21 05:00:00,66.07,113.71,1.79,46.44,88.02,0
MACHINE_008,2025-03-21 05:10:00,38.32,196.34,9.35,76.68,85.83,0
MACHINE_009,2025-03-21 05:20:00,71.01,377.67,1.79,36.54,81.9,0
MACHINE_010,2025-03-21 05:30:00,78.03,105.69,8.49,66.83,24.43,0
MACHINE_001,2025-03-21 05:40:00,70.76,321.6,9.43,40.1,94.75,0
MACHINE_002,2025-03-21 05:50:00,29.17,488.45,0.17,48.95,61.29,0
MACHINE_003,2025-03-21 06:00:00,40.72,429.93,2.73,81.6,64.26,0
MACHINE_004,2025-03-21 06:10:00,63.4,369.72,8.14,60.68,25.02,0
MACHINE_005,2025-03-21 06:20:00,38.67,463.63,7.8,58.72,65.16,0
MACHINE_006,2025-03-21 06:30:00,31.63,426.48,4.37,48.64,13.22,0
MACHINE_007,2025-03-21 06:40:00,56.23,498.72,6.01,84.68,20.87,0
MACHINE_008,2025-03-21 06:50:00,25.88,465.12,2.55,87.32,41.74,0
MACHINE_009,2025-03-21 07:00:00,23.81,262.92,1.6,36.77,75.89,0
MACHINE_010,2025-03-21 07:10:00,20.74,306.43,5.55,82.18,65.25,0
MACHINE_001,2025-03-21 07:20:00,55.51,386.01,5.93,84.69,22.13,1
MACHINE_002,2025-03-21 07:30:00,51.28,130.26,3.95,76.1,81.96,0
MACHINE_003,2025-03-21 07:40:00,56.85,469.09,6.55,50.97,37.84,0
MACHINE_004,2025-03-21 07:50:00,59.92,421.22,9.66,32.36,71.74,0
MACHINE_005,2025-03-21 08:00:00,43.03,118.2,0.83,40.38,52.35,0
MACHINE_006,2025-03-21 08:10:00,64.41,134.94,5.12,83.7,6.44,0
MACHINE_007,2025-03-21 08:20:00,51.22,428.19,1.03,89.3,67.59,0
MACHINE_008,2025-03-21 08:30:00,34.41,116.57,0.75,46.98,27.39,1
MACHINE_009,2025-03-21 08:40:00,20.21,185.16,2.42,31.75,28.54,0
MACHINE_010,2025-03-21 08:50:00,72.31,447.42,1.52,69.81,30.0,0
MACHINE_001,2025-03-21 09:00:00,62.68,120.17,2.68,31.65,30.57,0
MACHINE_002,2025-03-21 09:10:00,69.82,248.81,4.22,32.07,26.27,0
MACHINE_003,2025-03-21 09:20:00,70.26,193.97,6.25,59.29,79.08,0
MACHINE_004,2025-03-21 09:30:00,74.9,104.09,8.19,52.67,64.26,0
MACHINE_005,2025-03-21 09:40:00,70.1,359.78,5.12,76.93,62.16,0
MACHINE_006,2025-03-21 09:50:00,27.01,346.18,1.43,87.37,55.2,0
MACHINE_007,2025-03-21 10:00:00,39.54,231.88,5.41,47.24,28.77,0
MACHINE_008,2025-03-21 10:10:00,27.28,176.62,8.42,80.23,83.82,0
MACHINE_009,2025-03-21 10:20:00,25.77,451.24,6.11,37.7,89.14,0
MACHINE_010,2025-03-21 10:30:00,33.14,498.83,5.09,85.37,66.97,0
MACHINE_001,2025-03-21 10:40:00,59.8,339.5,7.35,69.86,58.29,0
MACHINE_002,2025-03-21 10:50:00,57.01,419.48,3.15,34.87,82.53,0
MACHINE_003,2025-03-21 11:00:00,79.19,193.31,6.82,50.06,15.09,0
MACHINE_004,2025-03-21 11:10:00,51.36,179.02,4.66,58.27,80.95,0
MACHINE_005,2025-03-21 11:20:00,37.32,105.55,1.48,41.14,95.01,0
MACHINE_006,2025-03-21 11:30:00,73.77,193.76,1.21,76.07,54.82,0
